Sentence,Period,Year,Structure,ClauseType,Construction,Mverbf,Mfiniteness,MatrixMood,Mmoodrase,Everbf,Everbfiniteness,Everbmood,Everbmoodrase,Complementizer
", no creo que haya necesidad de repetirlo, pero sí insisto en sostener la afirmación de que es menester poner ",1800,1879-1890 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
Yo no creo que entrar monja sea morir,1800,1877,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"No creo que jamás pueda amar sino al que, siendo igual a mí, no se avergüence de tenerme por compañera.",1800,1873,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
no creo que se la negara.,1800,1873,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
no creo que para los que se aproximan nos pueda servir de mucho.,1800,c1870-1905 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
No creo que entre vosotros haya ninguno. Aunque no hayáis tenido fuerza para resistir á la mala tentación; ,1800,1865,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
— No creo que acariciar a un niño vaya contra el dogma,1900,1978,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"No creo que jamás se haya redactado telegrama político más conciso y enérgico que el que enviamos, ipso ",1900,1972,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
No creo que a ese le moleste nadie,1900,1970,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
No creo que durante ninguna guerra se hayan preocupado de hacer una movilización tan cabal y compl,1900,1970,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"no creo que respecto a ninguno de los demás, pasados o contemporáneos suyos.  Una revolera muy airosa, digna de ser ",1900,c1966 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"no creo que a papá le importe nada que Odón sea de la FUE, se alza de hombros, pero le revienta que discuta ",1900,1965,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
No creo que servir en Auditoría sea una deshonra —me dijo—. Hay muchas maneras de cumplir como ,1900,1961,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
No creo que mamá dé su brazo a torcer,1900,1961,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
no creo que esta interpretación pueda apoyarse en referencias concretas.  Don Quijote no opone ,1900,1960,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"No creo que esta actitud pueda entenderse como defensa de la justicia ideal, sino como valoración de la ",1900,1960,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"No creo que esta pregunta tenga que tener, exclusivamente, una respuesta. El estudio de ",1900,1952,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
no creo que a la poesía ni a la literatura le pasara nada si los científicos y  scholars (y naturalmente no ,1900,1951,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"No creo que esta marca la mejore Teba siquiera. Claro que un día es un día. Yo en una ocasión, sin ",1900,1948,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
No creo que se lo haya contado a nadie antes de ahora. Verá usté cómo fue: Un día iba yo de camino para un ,1900,1947,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
Yo no creo que se le podía tomar a Valle-Inclán por un Apolo ni por un Bayardo,1900,1944-1949 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"No creo que a mi hermano le produjera ninguna preocupación. Por lo menos, no lo manifestaba exteriormente",1900,1944-1949 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"No creo que una masa social pueda ir a nada bueno. Todo en ella serán apetitos un poco brutales, nunca ",1900,1944-1949 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
No creo que a nadie se le persuadiría con un silogismo enunciado así: «Usted es tradicionalista. Esto ,1900,1944-1949 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
Yo no creo que una raza pueda tener originalidad ,1900,1944-1949 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"No creo que Bargiela hiciese más que cualquier otro habitante del pueblo, es decir, meterse en un portal ",1900,1944-1949 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"No creo que esta señorita, al hablar así, tuviera ningún interés en que yo escribiera un libro de una ",1900,1944-1949 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
porque no creo que a los jóvenes actuales les preocupe la vida de Isabel Segunda.,1900,1944-1949 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
No creo que una cantante tenga el arbitrio de elegir una canción a su gusto y de ponerla en una ópera aquí ,1900,1944-1949 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
No creo que hasta ahora se haya dado respuesta satisfactoria a estas preguntas. Permítaseme insinuar ,1900,1940,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
No creo que se la pueda definir mejor,1900,1937,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"No creo que esta observación sea una fantasía, solamente.",1900,1923,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
No creo que entre mis oyentes haya uno solo que conceda valor a estas definiciones; pero quizá habrá alguien ,1900,1916,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"Yo no creo que esta sopa sea muy española, y rarísima vez he tenido ocasión de verla servir en España; ",1900,1913,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"No creo que esta mención laudatoria haya proporcionado muchos lectores á La Angélica; pero, en cambio",1900,1907,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"pero no creo que tratándose de usted y de ella se pueda decir nosotras, debe mirar lo que dice.",1900,1905,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
non creo que esta creatura sea mia deuen luego el padre & la madre ir al iuizio ante lalcalde & por f,1200,1250-1300 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
no creo que a Vuestra Sanctedat pluguiesse. E porque desto mas largamente scriuo al prothonotario y doctor ,1400,1488,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
No creo que tales versos los olvidas,1400,1481-1496 ,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"Non creo que jamás mayor alegría sintiesse Tereo, quando le fue conçedido por Pandión que a Filomena ",1400,c1450,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
No creo que batalla tan brava ni tan bien ferida en toda la conquista de España se fizo que tantas gentes en tan poco rato moriesen. E acordó ,1400,c1430,other,non-interrogative,"1st present (creo, creemos)",creo,finite,ind,ind,Na,Na,Na,Na,That
"que alguno no creye que Aristidi por su negligencia fues pobre, el qual sin fer alguna cosa que no fuesse afer, le bastaua ",1300,1379-1384 ,other,non-interrogative,other,creye,finite,ind,ind,Na,Na,Na,Na,That
non creyo que naçido es quien me pueda quita d'aquesta qu'en mí más parte en su poder la mi vida.,1400,a1440 ,other,non-interrogative,other,creyo,finite,ind,ind,Na,Na,Na,Na,That
"no creyó que se le había perdido, y cuántas imaginó que sin ella Marco Antonio no dejara de cumplir su promesa",1600,1613,other,non-interrogative,other,creyo,finite,ind,ind,Na,Na,Na,Na,That
"Mas no crea V. que dar las leyes del pensamiento á la naturaleza la destruido la realidad de la naturaleza, no. Los ",1800,1861,other,non-interrogative,other,crea,finite,subj,subj1,Na,Na,Na,Na,That
"no crea que agradecido a sido mal de mí su amor crecido? Pensó la excusa, y vínole a la mente que no ",1500,1549,other,non-interrogative,other,crea,finite,subj,subj1,Na,Na,Na,Na,That
no creas que callando le engañas,1800,1889,other,non-interrogative,other,crea,finite,subj,subj1,Na,Na,Na,Na,That
no crea que aquella mujer es la que ha de inspirarle la creación suprema...,1900,1920,other,non-interrogative,other,crea,finite,subj,subj1,Na,,Na,Na,That
"no creáis que jamás alma de un hombre haya entrado en otro; y ansí lo mandan creer S. Agustín, ",1500,1589,other,non-interrogative,other,creais,finite,subj,subj1,Na,Na,Na,Na,That
no creays que os hago engaño y pues amor no se esconde lo que os quiero y vos a mi pues teneys señor ,1500,c1540,other,non-interrogative,other,creais,finite,subj,subj1,Na,Na,Na,Na,That
"no creais que os hablo de cosas pequeñas, porque en el Evangelio está consignada esta doctrina, y al siervo ",1800,1855,other,non-interrogative,other,creais,finite,subj,subj1,Na,Na,Na,Na,That
"No creáis que para admitirlo, me dejaré llevar sólo de mi consejo. Suelo siempre asesorarme de buenos ",1800,1855,other,non-interrogative,other,creais,finite,subj,subj1,Na,Na,Na,Na,That
no creáis que os voy a poner en grande apuro; sólo os pido que remitáis a don Ataúlfo de Moscoso como ,1800,1849,other,non-interrogative,other,creais,finite,subj,subj1,Na,Na,Na,Na,That
"no creays que os hago engaño; y pues amor no se esconde, lo que os quiero & vos a mi, pues teneys, señor",1500,c1550-c1570 ,other,non-interrogative,other,creais,finite,subj,subj1,Na,Na,Na,Na,That
"no creáis que e las dió Dios para que vos le deis a comer a horas diputadas, porque nunca alguno de su linaje ",1500,1535-1557 ,other,non-interrogative,other,creais,finite,subj,subj1,Na,Na,Na,Na,That
"no creáis que os engañe mi lengua que, como dije, las cláusulas que escuchasteis, aunque yo las pronuncié, por ",1600,1682,other,non-interrogative,other,creais,finite,subj,subj1,Na,Na,Na,Na,That
no creáis que esta razón y otras muchas que por ahora callo las presento con intención de que retardé,1800,1834,other,non-interrogative,other,creais,finite,subj,subj1,Na,Na,Na,Na,That
Y no creáis que esta limosna la pedían solamente mendigos que vagaban por las calles...,1800,1861,other,non-interrogative,other,creais,finite,subj,subj1,Na,Na,Na,Na,That
"Y no creáis que os pinto un panorama imaginario. Hace tres o cuatro inviernos (en 1955 ó 1956), no recuerdo ",1900,1951,other,non-interrogative,other,creais,finite,subj,subj1,Na,Na,Na,Na,That
"No creáis que nada significan las circunstancias que nota el evangelio, mandadas por Jesús;  surge, ",1900,1917,other,non-interrogative,other,creais,finite,subj,subj1,Na,Na,Na,Na,That
Pero no creais que esta historia-prosiguió Schehrazada— sea más maravillosa que la del mandadero,1900,c1916,other,non-interrogative,other,creais,finite,subj,subj1,Na,Na,Na,Na,That
"No creáis que aquella revolución era política, ni que reclamaba un cambio de Gobierno... era el movimiento y la voz de la primera necesidad humana, el comer. Bueno: ¿pues qué hace el Gobierno con estos ",1900,1904,other,non-interrogative,other,creais,finite,subj,subj1,Na,Na,Na,Na,That
"que no crean que esta sentencia es suya, porque es tenido de casi todos por hombre vicioso: estaba siempre voceando ",1600,1653,other,non-interrogative,other,crean,finite,subj,subj1,Na,Na,Na,Na,That
no creas que jamás salir tú veas la fe que una vez entró,1500,1513,other,non-interrogative,other,creas,finite,subj,subj1,Na,Na,Na,Na,That
"no creas que cosa alguna puede obrar sin Dios y que donde hay pecado no habita, porque Dios es g",1600,1663,other,non-interrogative,other,creas,finite,subj,subj1,Na,Na,Na,Na,That
No creas que esta locura es frenetico furor porque nace de mi amor y mi amor de tu hermosura. Alegra ,1600,a1632,other,non-interrogative,other,creas,finite,subj,subj1,Na,Na,Na,Na,That
No creas que se me ha escapado.,1800,1842,other,non-interrogative,other,creas,finite,subj,subj1,Na,Na,Na,Na,That
"No creas que á la tumba sobrevivas; Y pues sólo el dinero aquí se aprecia, Nunca leas á Horacio cuand",1800,1828-1870 ,other,non-interrogative,other,creas,finite,subj,subj1,Na,Na,Na,Na,That
"no creas que esta carta es falsificada, como la que recibiste con la firma de un Miguel de los Santos Álvarez",1800,1899,other,non-interrogative,other,creas,finite,subj,subj1,Na,Na,Na,Na,That
"No creas que a negocios te dedico para que vendas leyes o las prenses, intérprete sofístico e inico, ni a ",1600,1592-a1631 ,other,non-interrogative,other,creas,finite,subj,subj1,Na,Na,Na,Na,That
"no creas que se le irán: dicen mal del capitán, y matan a quien lo dice.",1600,a1606,other,non-interrogative,other,creas,finite,subj,subj1,Na,Na,Na,Na,That
"no creas que así despreciado seas, que, humilde, mereces más; y cree que no hay alguna en todas aquestas ",1600,1604,other,non-interrogative,other,creas,finite,subj,subj1,Na,Na,Na,Na,That
"Y no creas que a estas advertencias me mueve el odio ni la malevolencia, sino la benevolencia y el amor, ",1800,1880-1881 ,other,non-interrogative,other,creas,finite,subj,subj1,Na,Na,Na,Na,That
"No creas que esta comparación es pura poesía, porque, en efecto, me dirigía al cuarto de Elisa, tal ",1800,1874,other,non-interrogative,other,creas,finite,subj,subj1,Na,Na,Na,Na,That
No creas que a mí no se me había ocurrido lo del teatro. Creo que si le habláramos a don Tirso... *.,1900,1961,other,non-interrogative,other,creas,finite,subj,subj1,Na,Na,Na,Na,That
no creas que navegar es siempre tan sencillo. Hoy hemos tenido suerte y...,1900,1952,other,non-interrogative,other,creas,finite,subj,subj1,Na,Na,Na,Na,That
"No creas que esta historia sea más admirable que la de la hermosa Dulce-Amiga"". Y el sultán Schahriar ",1900,c1916,other,non-interrogative,other,creas,finite,subj,subj1,Na,Na,Na,Na,That
"no creas que a ti te profeso menos amistad, ¡oh Zein! Pues has de saber que, por propio impulso, prometí ",1900,c1916,other,non-interrogative,other,creas,finite,subj,subj1,Na,Na,Na,Na,That
no creas que esta historia es más admirable o más instructiva que las PALABRAS BAJO LAS NOVENTA ,1900,c1916,other,non-interrogative,other,creas,finite,subj,subj1,Na,Na,Na,Na,That
"No creas que aquella vida era demasiado fatigosa; tirábamos a los lobos, alguna vez a los jabalíes; no ",1900,1911,other,non-interrogative,other,creas,finite,subj,subj1,Na,Na,Na,Na,That
"No creas que  una mujer es, por serlo, débil o tímida o poco inteligente. El sexo es una indicación muy vaga ",1900,1911,other,non-interrogative,other,creas,finite,subj,subj1,Na,Na,Na,Na,That
no creas que uno ni dos...,1900,1905,other,non-interrogative,other,creas,finite,subj,subj1,Na,Na,Na,Na,That
no creyese que cosa de aquello fuese verdad; porque si tal fuese ni la infante doña Beatriz su hermana ,1500,1579,other,non-interrogative,other,creyese,finite,subj,subj1,Na,Na,Na,Na,That
"no creyesen que a los dioses no se les debía, sino por dolor que sentían de ver matar para sacrificio ",1500,c1527-1561 ,other,non-interrogative,other,creyesen,finite,subj,subj1,Na,Na,Na,Na,That
"que no creyesses que a mi palabra faltava,  los traygo a los dos.",1600,c1610-1612 ,other,non-interrogative,other,creyeses,finite,subj,subj1,Na,Na,Na,Na,That
no creyera que a ser leal te acomodas,1500,1594-1604 ,other,non-interrogative,other,creyera,finite,subj,subj2,Na,Na,Na,Na,That
"y si no creyera que así como a vosotros no convenía mucho, no os inviara a Llamar con tanta diligencia y cuidado. Ya, pues, sabéis lo que de vuestros antepasados habéis oído y lo que nuestros sabios adevinos ",1500,1560,other,non-interrogative,other,creyera,finite,subj,subj2,Na,Na,Na,Na,That
