Sentence,Period,Year,Year2,MClauseType,MClauseType2,Mverbclass,Mverbl,Mverbf,Mverbfin,Mverbtype,Construction,Everbf,Emood,Emoodrase,EClauseType
"¿No saben que el 23 me vi atropellada por los Cien mil hijos de San Luis; que aquel mismo  año me mandaron a Francia con una comisión diplomática, para que catequizase a Chateaubriand... y le catequicé",1900,1900,1900,interrogative,,factive,saber (know),,,,,,,,
"¿No saben que Chaperón, el año 24, me metió en la cárcel?... Soy una historia viva...",1900,1900,1900,interrogative,,factive,saber (know),,,,,,,,
"¿no sabías que vivimos aquí hace cinco años, por desinio del Señor?  ¿Cómo no has ido a vernos? Ahora ",1900,1900,1900,interrogative,,factive,saber (know),,,,,,,,
¿no sabe que el que no paga la contribución... la paga de todas maneras?,1900,1901,1901,interrogative,,factive,saber (know),,,,,,,,
"¿No sabe que los quiere para echarlos a volar? La señorita desearía que silbasen la riveirana sueltos en el jardín, pero ellos se van lejos",1900,1902,1902,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que el tío de Lantañón se fue al amanecer, en tu caballo?",1900,1902,1902,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que soy tu marido?,1900,1902,1902,interrogative,,factive,saber (know),,,,,,,,
"—¿Pero no sabes que ha caído ese perro? Tendido le tienes ya en medio de la calle, y no volverá a levantarse",1900,1903,1903,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que estoy desamparada?». Vacilaba el mancebo. Para ganarle por entero, Lucila empleó una sonrisa pérfida; le pasó la mano por la cara, diciendo estas palabras de pura miel: «Déjame, rico",1900,1903,1903,interrogative,,factive,saber (know),,,,,,,,
"¿Pero no sabéis que ahora van a venir tiempos buenos, muy buenos?». Ante la incredulidad de las viejas, Teresa repitió: «Vendrá una cosa que llaman la Desam...». No siguió, porque su auditorio no entendería ",1900,1904,1904,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que mi hija  Yohar   huyó de mí, como hembra liviana, culposa y aviciada de perversión? ¿",1900,1905,1905,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que contra su padre pecó, ladrona y escapadiza, llevándose llaves de mis arcas soterradas",1900,1905,1905,interrogative,,factive,saber (know),,,,,,,,
"¿No sabéis que vuestros miembros son templo del Espíritu Santo, que mora en vosotros por merced de Dios, y ",1900,1906,1906,interrogative,,factive,saber (know),,,,,,,,
"¿Crees que yo, por desgracia, no sé que la afición a las mujeres te domina, te ciega?",1900,1906,1906,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que los poetas vivimos siempre cantando, de la belleza buscando, siempre las claves secretas?  ",1900,1906,1906,interrogative,,factive,saber (know),,,,,,,,
"... ¿No sabes que estuve la otra tarde en Bergüenda con unas amigas? Es bonita tu novia, sólo que su hermosura ",1900,1908,1908,interrogative,,factive,saber (know),,,,,,,,
¿No sabías que hacías aquí más falta?,1900,1908,1908,interrogative,,factive,saber (know),,,,,,,,
"¿No sabías que echabas los bofes sobre tus tierras de Tordehita y  Tordelepe? Digo mal, porque ya no ",1900,1909,1909,interrogative,,factive,saber (know),,,,,,,,
"¿No veías, no sabías que tus síes y tus noes no fueron nunca para mi gloria y provecho? ¿No veías, ",1900,1909,1909,interrogative,,factive,saber (know),,,,,,,,
¿no sabéis que un hombre como yo sabe adivinar?,1900,1909,1909,interrogative,,factive,saber (know),,,,,,,,
¿aun no sabes que Egipto está destruido?,1900,1909,1909,interrogative,,factive,saber (know),,,,,,,,
"¿No sabéis que ha caído hoy en Israel un príncipe, y grande?",1900,1909,1909,interrogative,,factive,saber (know),,,,,,,,
¿No sabéis que es nuestra Ramoth de Galaad? y nosotros callamos en orden á tomarla de mano del rey de Siria.,1900,1909,1909,interrogative,,factive,saber (know),,,,,,,,
¿No sabemos que todo odre se henchirá de vino?,1900,1909,1909,interrogative,,factive,saber (know),,,,,,,,
¿No sabíais que en los negocios de mi Padre me conviene estar?,1900,1909,1909,interrogative,,factive,saber (know),,,,,,,,
"¿no sabes que tengo potestad para crucificarte, y que tengo potestad para soltarte?",1900,1909,1909,interrogative,,factive,saber (know),,,,,,,,
"¿y quién hay de los hombres que no sepa que la ciudad de los Efesios es honradora de la gran diosa Diana, y de la imagen venida de Júpiter?",1900,1909,1909,interrogative,,factive,saber (know),,,,,,,,
"¿O no sabéis que todos los que somos bautizados en Cristo Jesús, somos bautizados en su muerte?",1900,1909,1909,interrogative,,factive,saber (know),,,,,,,,
"¿No sabéis que á quien os prestáis vosotros mismos por siervos para obedecer le, sois siervos de aquel á quien obedecéis",1900,1909,1909,interrogative,,factive,saber (know),,,,,,,,
"¿No sabéis que sois templo de Dios, y que el Espíritu de Dios mora en vosotros?",1900,1909,1909,interrogative,,factive,saber (know),,,,,,,,
¿No sabéis que un poco de levadura leuda toda la masa?,1900,1909,1909,interrogative,,factive,saber (know),,,,,,,,
¿O no sabéis que los santos han de juzgar al mundo? ,1900,1909,1909,interrogative,,factive,saber (know),,,,,,,,
¿O no sabéis que hemos de juzgar á los ángeles? ,1900,1909,1909,interrogative,,factive,saber (know),,,,,,,,
"¿No sabéis que los injustos no poseerán el reino de Dios? No erréis, que ni los fornicarios, ni los idólatras, ni los adúlteros, ni los ",1900,1909,1909,interrogative,,factive,saber (know),,,,,,,,
¿No sabéis que vuestros cuerpos son miembros de Cristo? ,1900,1909,1909,interrogative,,factive,saber (know),,,,,,,,
"¿O no sabéis que el que se junta con una ramera, es hecho con ella un cuerpo? porque serán, dice, los dos en una carne.",1900,1909,1909,interrogative,,factive,saber (know),,,,,,,,
"¿No sabéis que los que trabajan en el santuario, comen del santuario; y que los que sirven al altar, del altar participan?",1900,1909,1909,interrogative,,factive,saber (know),,,,,,,,
"¿No sabéis que los que corren en el estadio, todos á la verdad corren, mas uno lleva el premio? Corred de tal manera que lo obtengáis.",1900,1909,1909,interrogative,,factive,saber (know),,,,,,,,
", ¿no sabéis que la amistad del mundo es enemistad con Dios? Cualquiera pues que quisiere ser amigo del mundo, se constituye enemigo de Dios.",1900,1909,1909,interrogative,,factive,saber (know),,,,,,,,
¿Pero no sabe que llegó anoche el General? ,1900,1911,1911,interrogative,,factive,saber (know),,,,,,,,
¿No sabe que estamos en la tierra de los cantores? Todo navarro nace músico antes que carlista. Eso ,1900,1911,1911,interrogative,,factive,saber (know),,,,,,,,
"¿No sabéis que puede existir y en mil casos existe el contacto espiritual entre dos, tres o más cerebros situados a larga distancia? ",1900,1911,1911,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que está el señorito rabiando como un perro?,1900,1912,1912,interrogative,,factive,saber (know),,,,,,,,
¿Tú no sabes que existe una pragmática que prohibe reñir en los jardines?,1900,1912,1912,interrogative,,factive,saber (know),,,,,,,,
¿No sabías que era mi hija? ,1900,1913,1913,interrogative,,factive,saber (know),,,,,,,,
¿Que no sabe que estás embarazada?,1900,1914,1914,interrogative,,factive,saber (know),,,,,,,,
! ¿No sabes que Pedro va á partir y que mi padre viene á morirse?,1900,1914,1914,interrogative,,factive,saber (know),,,,,,,,
¿No sabe que yo no acostumbro?,1900,1914,1914,interrogative,,factive,saber (know),,,,,,,,
¿no sabes que quiero a otra mujer?,1900,1914,1914,interrogative,,factive,saber (know),,,,,,,,
"¿No sabéis que debo estar ocupado en las cosas de mi Eterno Padre?» En las bodas de Caná el corazón bondadosísimo de María se compadece de los esposos que la habían convidado y, acercándose a Jesús",1900,1916,1916,interrogative,,factive,saber (know),,,,,,,,
¿Pues no sabes que me he hecho un autorretrato?,1900,1917,1917,interrogative,,factive,saber (know),,,,,,,,
¿quién no sabe que uno de los medios mejores y más eficaces de enseñar y educar al pueblo son los actos litúrgicos bien practicados y meditados?,1900,1917,1917,interrogative,,factive,saber (know),,,,,,,,
¿No sabéis que los elefantes se alimentan de mandrágoras en el Paraíso?,1900,1917,1917,interrogative,,factive,saber (know),,,,,,,,
": ¿no sabes que el día festivo no es para los negocios temporales, sino para el gran negocio del alma? ",1900,1917,1917,interrogative,,factive,saber (know),,,,,,,,
¿Es que por no saber que a había tenido se le llama pluscuamperfecto no ha de aprender a usarlo?,1900,1918,1918,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que el tucuyo mata entre espasmos de dolor y retortijones de angustia?,1900,1920,1920,interrogative,,factive,saber (know),,,,,,,,
? ¿Quién no sabe que el señor Coliñón es uña y carne con nosotros?,1900,1921,1921,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que es pascua florida? ,1900,1921,1921,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que este niño está excomulgado?,1900,1921,1921,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que esas relaciones no pueden conducir a nada? ¿Vas a casarte cuando sea alférez? ¿Con,1900,1921,1921,interrogative,,factive,saber (know),,,,,,,,
"¿No sabíais que estaba ejecutando el trémolo, burros?",1900,1921,1921,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que recibimos el encargo de avisar para que preparen todo el cura y el sacristán? ,1900,1923,1923,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que mi padre es de condición celosa? ¿No te dije que mañana saldré en la primera posta de Madrid?,1900,1923,1923,interrogative,,factive,saber (know),,,,,,,,
"¿No sabías que estaba aquí? Pues me choca, porque esa ""doña Suspiros"" ya presentía la solfa. (Va a abalanzarse sobre ",1900,1923,1923,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que ya las rosas no son del tiempo, en la cara?",1900,1927,1927,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que los cabellos los peinan peines de plata? Si a ti los peina el viento, ¡mejor que mejor, serrana!  ",1900,1927,1927,interrogative,,factive,saber (know),,,,,,,,
"¿Es que no sabes que soy tu primo?... Mándela usted, tía.",1900,1928,1928,interrogative,,factive,saber (know),,,,,,,,
"¿No sabéis que está mi nombre, Miguel, con letra española en el claro hastial grabado de la última nebulosa? no moriréis",1900,1928,1928,interrogative,,factive,saber (know),,,,,,,,
"¿No sabemos que esos datos se obtienen de los libros auxiliares en los que figuran día por día, de los documentos justificativos y de la correspondencia cruzada entre el sujeto de la contabilidad y las personas que estén ",1900,1929,1929,interrogative,,factive,saber (know),,,,,,,,
¿Usted no sabe que le di muchas calabazas?,1900,1929,1929,interrogative,,factive,saber (know),,,,,,,,
"¿no sabes que hay dioses, volvió a decir Emiliano. ""— No lo sé, contestó Fructuoso. ""— Pues pronto lo sabrás, repuso Emiliano. El Obispo ",1900,1929,1929,interrogative,,factive,saber (know),,,,,,,,
"¿Es que no sabemos que se está maliciosamente desacreditando la legislación social que implanta la República, que se quiere llevar a la conciencia del país el convencimiento de que República y anarquía, ",1900,1931,1931,interrogative,,factive,saber (know),,,,,,,,
"usted no sabe que Fulano o Zutano tienen estas o las otras ideas? ¿Cómo le mantiene usted en tal o en cual cargo? Yo les digo: lo mantengo porque cumple con su obligación, y porque sabe cumplir con su ",1900,1931,1931,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que  es su querida, como antes lo fue tu madre? ¿No sabes que hicieron sereno a tu padre para que el encargado pudiera acostarse tranquilamente con tu madre y luego con tu hermana?",1900,1932,1932,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que hicieron sereno a tu padre para que el encargado pudiera acostarse tranquilamente con tu madre y luego con tu hermana? ,1900,1932,1932,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que la segunda, superándola, soltó un cuatromesino? Por eso, a los marqueses no les coge de nuevas que la menor de las tres se adelante incluso al casamiento. Lo que les irrita es que la ",1900,1932,1932,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que soy el dueño del monte?,1900,1935,1935,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que Retama es mi compañera?,1900,1935,1935,interrogative,,factive,saber (know),,,,,,,,
"¿No sabes que en Inglaterra, aunque sea padre e hijo, no se hablan si no están presentaos?",1900,1939,1939,interrogative,,factive,saber (know),,,,,,,,
¿No sabéis que vuestro cuerpo es templo del Espíritu Santo y que no os pertenecéis a vosotros mismos?».,1900,1940,1940,interrogative,,factive,saber (know),,,,,,,,
"...¿Y vosotros no sabéis que es una chiquilla?, ",1900,1940,1940,interrogative,,factive,saber (know),,,,,,,,
¿No sabe que puedo resolverlo todo desde aquí?,1900,1943,1943,interrogative,,factive,saber (know),,,,,,,,
¿No sabe que la leche es muy pegadiza para el mal de ojo? Pues lo es. Y esta vaca tan hermosa tiene que despertar muchas envidias,1900,1943,1943,interrogative,,factive,saber (know),,,,,,,,
"¿No sabíais que yo debo emplearme en las cosas que miran al servicio de mi Padre? Mas ellos, por entonces",1900,1943,1943,interrogative,,factive,saber (know),,,,,,,,
"¿No sabíais que yo debo emplearme en las cosas que miran al servicio de mi Padre? Mas ellos, por entonces",1900,1943,1943,interrogative,,factive,saber (know),,,,,,,,
¿No sabíais que yo debo emplearme en las cosas del servicio de mi Padre?,1900,1943,1943,interrogative,,factive,saber (know),,,,,,,,
"¿No sabéis que todos los que corren en el estadio todos corren, es verdad, pero uno solo recibe la corona? ",1900,1943,1943,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que los fariseos se han escandalizado de esto que acaban de oír? Mas Jesús respondió: To,1900,1943,1943,interrogative,,factive,saber (know),,,,,,,,
"¿Pues no sabes que está en mi mano el crucificarte, y en mi mano está soltarte? Respondió Jesús: No tendrías ",1900,1943,1943,interrogative,,factive,saber (know),,,,,,,,
"¿No sabéis que cuantos hemos sido bautizados para Cristo Jesús, en orden a su muerte, hemos sido ",1900,1943,1943,interrogative,,factive,saber (know),,,,,,,,
¿No sabíais que yo debo emplearme en las cosas que miran al servicio de mi Padre? Mas ellos por ,1900,1943,1943,interrogative,,factive,saber (know),,,,,,,,
¿No sabes que el rocío que ha caído esta noche desde la horca al suelo aclara la vista a los ciegos refregándose los ojos?,1900,1944,1944,interrogative,,factive,saber (know),,,,,,,,
— ¿No sabes que yo soy un ave sagrada? ,1900,1944,1944,interrogative,,factive,saber (know),,,,,,,,
¿No sabe que llevan ya en su tierno y angelical corazón el germen de todos los crímenes? ,1900,1945,1945,interrogative,,factive,saber (know),,,,,,,,
